dataset	culture_day	pathway	feature_counts	sig_feature_counts	features	sig_features
DINP_high_wk22	d7	map07034	24	2	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;167.03337__4.846;167.03392__0.676;167.03397__0.381;193.03445__0.38;193.03458__4.862;193.03459__0.928;193.03461__0.986;193.03462__4.669;193.03463__1.185;193.03469__4.84;193.03471__1.203;193.03472__0.42;195.05026__1.002;333.20551__1.639;333.20688__1.657;333.20699__1.622;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	333.20699__1.622;351.21671__1.498
DINP_high_wk22	d7	map07035	4	1	351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	351.21671__1.498
DINP_high_wk22	d7	map07112	3	2	269.0456__4.194;269.04561__1.536;269.04566__1.552	269.0456__4.194;269.04561__1.536
DINP_high_wk22	d7	map07117	2	1	301.21731__2.133;301.21738__2.043	301.21738__2.043
DINP_high_wk22	d7	map07216	3	1	220.14607__1.529;220.1461__1.496;220.14668__8.398	220.1461__1.496
DINP_high_wk22	d7	map07224	3	1	164.07067__0.757;164.07072__0.755;164.07084__2.56	164.07067__0.757
DINP_high_wk22	d7	map07225	9	2	205.03459__4.838;205.03461__0.441;205.03466__1.185;205.03469__0.915;205.03469__4.861;205.03472__1.263;205.03473__1.161;341.12354__3.654;341.12387__3.183	205.03459__4.838;205.03473__1.161
DINP_high_wk22	d7	map07227	3	1	151.02495__0.678;151.02503__0.756;151.02519__2.215	151.02503__0.756
DINP_high_wk22	d7	map07232	3	1	324.21761__1.491;377.23386__1.559;377.23403__1.538	377.23403__1.538
DINP_high_wk40	d1	map00040	70	3	133.01307__4.653;133.01308__1.233;133.01308__4.567;145.01316__4.884;145.01319__0.364;145.01321__1.305;145.01323__1.139;145.01336__0.417;145.01343__0.446;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04446__1.047;149.04446__1.047;149.04451__0.435;149.04451__0.435;149.04451__0.435;149.0446__0.865;149.0446__0.865;149.0446__0.865;149.04462__4.821;149.04462__4.821;149.04462__4.821;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;153.02947__4.808;153.02949__1.216;155.04499__0.923;155.04505__0.788;155.04512__4.753;163.03903__2.57;186.11278__0.924;186.964__0.458;193.03445__0.38;193.03458__4.862;193.03459__0.928;193.03461__0.986;193.03462__4.669;193.03463__1.185;193.03469__4.84;193.03471__1.203;193.03472__0.42;195.05005__1.181;195.05021__0.788;195.05024__0.472;195.05026__1.002;195.05026__1.002;195.05026__1.002;195.05032__1.209;195.05035__0.815;248.93876__1.193;248.93878__1.166;255.04841__0.699;255.04862__0.725;275.07567__1.631;327.08775__1.09;335.05745__1.635;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00051	38	3	130.08604__0.63;130.08605__0.618;130.08607__1.018;130.08607__1.018;130.08607__1.018;151.02495__0.678;151.02503__0.756;151.02519__2.215;155.04499__0.923;155.04505__0.788;155.04512__4.753;159.0289__0.894;164.07067__0.757;164.07072__0.755;164.07084__2.56;169.12211__1.581;169.12241__1.598;171.00482__4.333;171.00482__4.806;173.00832__0.434;177.03952__0.47;177.03954__0.486;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.11278__0.924;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;258.03855__6.013;275.07567__1.631	130.08607__1.018;130.08607__1.018;130.08607__1.018
DINP_high_wk40	d1	map00052	27	3	160.00621__0.468;160.00635__0.648;160.00635__0.648;160.00635__0.648;171.00482__4.333;171.00482__4.806;177.03952__0.47;177.03954__0.486;178.01702__0.469;179.05512__0.505;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;179.05563__2.611;186.11278__0.924;258.03855__6.013;275.07567__1.631	160.00635__0.648;160.00635__0.648;160.00635__0.648
DINP_high_wk40	d1	map00053	54	6	145.01316__4.884;145.01319__0.364;145.01321__1.305;145.01323__1.139;145.01336__0.417;145.01343__0.446;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;153.02947__4.808;153.02949__1.216;155.04499__0.923;155.04505__0.788;155.04512__4.753;163.03903__2.57;171.00482__4.333;171.00482__4.806;173.00811__0.449;173.00821__0.454;173.00826__4.812;173.00833__0.99;177.03952__0.47;177.03954__0.486;186.11278__0.924;186.964__0.458;195.05005__1.181;195.05021__0.788;195.05024__0.472;195.05026__1.002;195.05032__1.209;195.05035__0.815;255.04841__0.699;255.04862__0.725;327.08775__1.09;335.05745__1.635;351.21665__1.546;351.21665__1.546;351.21671__1.498;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00071	26	3	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02401__1.994;195.05005__1.181;195.05021__0.788;195.05024__0.472;195.05026__1.002;195.05032__1.209;195.05035__0.815;248.93876__1.193;248.93878__1.166;255.04841__0.699;255.04862__0.725;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00073	12	3	133.01307__4.653;133.01308__1.233;133.01308__4.567;209.06648__2.058;209.06649__1.553;315.25413__1.597;389.14574__7.943;487.23721__1.51;487.2373__1.477;487.23731__2.453;487.23731__2.453;487.23731__2.453	487.23731__2.453;487.23731__2.453;487.23731__2.453
DINP_high_wk40	d1	map00074	14	3	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;248.93876__1.193;248.93878__1.166;255.04841__0.699;255.04862__0.725;567.30014__1.472;567.30027__1.446;567.30044__2.464;567.30044__2.464;567.30044__2.464	567.30044__2.464;567.30044__2.464;567.30044__2.464
DINP_high_wk40	d1	map00120	16	3	172.00648__0.942;172.00649__1.19;172.0065__1.207;172.00658__7.317;172.00661__6.449;172.00665__4.039;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;405.26456__1.555;405.26458__1.587;405.26467__2.547;405.26467__2.547;405.26467__2.547	405.26467__2.547;405.26467__2.547;405.26467__2.547
DINP_high_wk40	d1	map00121	23	6	389.2717__8.29;391.28564__1.735;391.28564__1.735;391.28564__1.832;391.28564__1.832;391.28567__1.668;391.28567__1.668;391.28568__1.634;391.28568__1.634;391.28583__2.748;391.28583__2.748;391.28583__2.748;391.28583__2.748;391.28583__2.748;391.28583__2.748;391.28591__8.833;391.28591__8.833;391.28859__2.07;391.28859__2.07;407.28023__1.877;407.28024__1.556;407.28029__1.589;407.2809__8.501	391.28583__2.748;391.28583__2.748;391.28583__2.748;391.28583__2.748;391.28583__2.748;391.28583__2.748
DINP_high_wk40	d1	map00220	8	3	163.03903__2.57;327.08775__1.09;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00232	8	3	151.02495__0.678;151.02503__0.756;151.02519__2.215;193.0711__1.48;293.21204__1.667;293.21224__2.686;293.21224__2.686;293.21224__2.686	293.21224__2.686;293.21224__2.686;293.21224__2.686
DINP_high_wk40	d1	map00240	55	3	144.02906__0.972;144.02909__0.466;144.02912__0.431;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;163.03903__2.57;164.07067__0.757;164.07072__0.755;164.07084__2.56;171.00482__4.333;171.00482__4.806;173.00832__0.434;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;195.05026__1.002;203.08194__0.936;239.05406__4.413;239.0554__2.454;239.05552__2.739;243.01602__0.462;243.01691__0.465;243.01712__0.464;297.04689__3.243;297.04693__2.191;297.04698__3.154;297.04699__2.326;297.047__2.596;297.04703__2.385;297.0471__1.783;297.04711__1.601;297.04712__3.556;297.04714__2.325;297.04719__1.621;299.07615__4.236;299.07658__2.198;327.08775__1.09;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00250	21	3	144.02906__0.972;144.02909__0.466;144.02912__0.431;163.03903__2.57;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;221.04458__6.961;221.04518__1.352;255.04841__0.699;255.04862__0.725;258.03855__6.013;327.08775__1.09;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00260	35	6	131.0701__0.84;131.07022__6.006;133.01307__4.653;133.01308__1.233;133.01308__4.567;135.04397__1.834;135.04397__1.834;135.04397__1.834;138.01851__0.392;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;153.02947__4.808;153.02949__1.216;163.03903__2.57;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.11278__0.924;204.06632__6.999;221.04458__6.961;221.04518__1.352;327.08775__1.09;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	135.04397__1.834;135.04397__1.834;135.04397__1.834;351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00290	16	3	129.01809__0.359;145.04938__0.476;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;195.05026__1.002;255.04841__0.699;255.04862__0.725;255.06591__2.434;255.06591__2.434;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705	255.06591__2.434;255.06591__2.434;255.06591__2.434
DINP_high_wk40	d1	map00310	31	6	111.04377__0.422;111.04378__0.412;174.05509__1.456;177.03952__0.47;177.03954__0.486;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;214.99507__4.797;214.99514__4.336;230.06649__0.47;230.06653__0.467;239.05406__4.413;239.0554__2.454;239.05552__2.739;281.13913__1.221;305.1606__1.447;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527;450.31511__3.071;567.30014__1.472;567.30027__1.446;567.30044__2.464;567.30044__2.464;567.30044__2.464	351.2175__2.513;351.2175__2.513;351.2175__2.513;567.30044__2.464;567.30044__2.464;567.30044__2.464
DINP_high_wk40	d1	map00330	42	6	130.04964__0.095;146.04471__4.779;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;153.02947__4.808;153.02949__1.216;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;195.05026__1.002;207.10214__1.426;247.09841__1.379;247.09885__1.258;255.06591__2.434;255.06591__2.434;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705;275.07567__1.631;341.12354__3.654;341.12387__3.183;345.21008__1.657;345.21015__1.62;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	255.06591__2.434;255.06591__2.434;255.06591__2.434;351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00361	19	6	107.04881__2.145;111.04377__0.422;111.04378__0.412;129.01809__0.359;130.08604__0.63;130.08605__0.618;130.08607__1.018;130.08607__1.018;130.08607__1.018;192.98919__8.005;193.0711__1.48;226.95057__0.477;226.9506__0.479;226.95102__7.118;271.06133__1.491;271.06134__1.513;271.06138__2.505;271.06138__2.505;271.06138__2.505	130.08607__1.018;130.08607__1.018;130.08607__1.018;271.06138__2.505;271.06138__2.505;271.06138__2.505
DINP_high_wk40	d1	map00362	47	3	107.04881__2.145;111.04377__0.422;111.04378__0.412;129.01809__0.359;129.01809__0.359;147.06517__1.255;147.06526__2.488;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;152.03421__0.382;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;157.01299__0.881;157.01306__1.009;157.01307__4.856;157.01309__0.467;157.01319__0.468;157.01328__1.199;157.0133__1.1;172.00648__0.942;172.00649__1.19;172.0065__1.207;172.00658__7.317;172.00661__6.449;172.00665__4.039;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;195.05026__1.002;207.08701__3.124;255.04841__0.699;255.04862__0.725;345.21008__1.657;345.21015__1.62;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00363	14	6	156.02922__0.411;257.08185__1.532;257.08187__1.55;257.08191__2.565;257.08191__2.565;257.08191__2.565;257.08195__1.439;257.082__1.692;257.08206__8.063;487.23721__1.51;487.2373__1.477;487.23731__2.453;487.23731__2.453;487.23731__2.453	257.08191__2.565;257.08191__2.565;257.08191__2.565;487.23731__2.453;487.23731__2.453;487.23731__2.453
DINP_high_wk40	d1	map00380	38	3	129.01809__0.359;139.05014__0.821;145.04938__0.476;155.04499__0.923;155.04505__0.788;155.04512__4.753;167.03337__4.846;167.03392__0.676;167.03397__0.381;173.00832__0.434;174.05509__1.456;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02401__1.994;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;209.04361__3.474;209.04361__3.81;209.04463__7.022;209.04483__1.331;209.04504__1.394;213.11287__7.72;269.06597__2.294;271.06133__1.491;271.06134__1.513;271.06138__2.505;271.06138__2.505;271.06138__2.505;367.09946__7.153	271.06138__2.505;271.06138__2.505;271.06138__2.505
DINP_high_wk40	d1	map00400	34	3	131.0701__0.84;131.07022__6.006;144.02906__0.972;144.02909__0.466;144.02912__0.431;163.03903__2.57;173.00832__0.434;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.11278__0.924;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;241.01176__0.603;241.01181__0.641;241.01214__4.714;255.04841__0.699;255.04862__0.725;258.03855__6.013;263.09708__0.709;327.08775__1.09;405.26456__1.555;405.26458__1.587;405.26467__2.547;405.26467__2.547;405.26467__2.547	405.26467__2.547;405.26467__2.547;405.26467__2.547
DINP_high_wk40	d1	map00410	27	3	149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;151.02495__0.678;151.02503__0.756;151.02519__2.215;171.00482__4.333;171.00482__4.806;186.964__0.458;195.05026__1.002;209.08069__4.323;209.08115__7.583;209.08146__1.197;335.05745__1.635;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00460	35	3	115.07513__1.483;130.04964__0.095;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;168.9804__0.989;168.98107__1.418;171.00482__4.333;171.00482__4.806;174.05509__1.456;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02401__1.994;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;329.10326__1.173;329.10332__1.363;329.10333__1.214;329.10338__1.351;329.10339__6.768;329.10357__2.23;329.10357__2.23;329.10357__2.23;329.10358__7.853;329.10359__7.561	329.10357__2.23;329.10357__2.23;329.10357__2.23
DINP_high_wk40	d1	map00470	61	6	129.01809__0.359;146.04471__4.779;149.04446__1.047;149.04446__1.047;149.04451__0.435;149.04451__0.435;149.0446__0.865;149.0446__0.865;149.04462__4.821;149.04462__4.821;163.03903__2.57;164.07067__0.757;164.07072__0.755;164.07084__2.56;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;195.05005__1.181;195.05021__0.788;195.05024__0.472;195.05026__1.002;195.05026__1.002;195.05032__1.209;195.05035__0.815;209.04361__3.474;209.04361__3.81;209.04463__7.022;209.04483__1.331;209.04504__1.394;239.05406__4.413;239.0554__2.454;239.05552__2.739;255.06591__2.434;255.06591__2.434;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705;269.06597__2.294;275.07567__1.631;305.1606__1.447;327.08775__1.09;341.12354__3.654;341.12387__3.183;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527;450.31511__3.071	255.06591__2.434;255.06591__2.434;255.06591__2.434;351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00500	31	3	133.01307__4.653;133.01308__1.233;133.01308__4.567;151.02495__0.678;151.02503__0.756;151.02519__2.215;167.03337__4.846;167.03392__0.676;167.03397__0.381;171.00482__4.333;171.00482__4.806;174.05509__1.456;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;205.03459__4.838;205.03461__0.441;205.03466__1.185;205.03469__0.915;205.03469__4.861;205.03472__1.263;205.03473__1.161;341.12354__3.654;341.12387__3.183;567.30014__1.472;567.30027__1.446;567.30044__2.464;567.30044__2.464;567.30044__2.464	567.30044__2.464;567.30044__2.464;567.30044__2.464
DINP_high_wk40	d1	map00520	57	3	133.01307__4.653;133.01308__1.233;133.01308__4.567;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;151.02495__0.678;151.02503__0.756;151.02519__2.215;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;160.00621__0.468;160.00635__0.648;160.00635__0.648;160.00635__0.648;163.03903__2.57;164.07067__0.757;164.07072__0.755;164.07084__2.56;171.00482__4.333;171.00482__4.806;173.00832__0.434;178.01702__0.469;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;195.05026__1.002;205.03459__4.838;205.03461__0.441;205.03466__1.185;205.03469__0.915;205.03469__4.861;205.03472__1.263;205.03473__1.161;258.03855__6.013;258.03855__6.013;305.1606__1.447;327.08775__1.09	160.00635__0.648;160.00635__0.648;160.00635__0.648
DINP_high_wk40	d1	map00521	25	6	177.03952__0.47;177.03954__0.486;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;255.06591__2.434;255.06591__2.434;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705;258.03855__6.013;389.2717__8.29;405.26456__1.555;405.26458__1.587;405.26467__2.547;405.26467__2.547;405.26467__2.547;407.28023__1.877;407.28024__1.556;407.28029__1.589;407.2809__8.501	255.06591__2.434;255.06591__2.434;255.06591__2.434;405.26467__2.547;405.26467__2.547;405.26467__2.547
DINP_high_wk40	d1	map00522	14	3	171.00482__4.333;171.00482__4.806;175.09654__1.529;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00540	5	3	135.04397__1.834;135.04397__1.834;135.04397__1.834;255.04841__0.699;255.04862__0.725	135.04397__1.834;135.04397__1.834;135.04397__1.834
DINP_high_wk40	d1	map00562	23	3	149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;152.03421__0.382;177.03952__0.47;177.03954__0.486;186.964__0.458;193.0711__1.48;195.05026__1.002;258.03855__6.013;427.26213__1.838;427.26219__1.729;427.26241__2.775;427.26241__2.775;427.26241__2.775;427.26314__1.679	427.26241__2.775;427.26241__2.775;427.26241__2.775
DINP_high_wk40	d1	map00572	5	3	160.00621__0.468;160.00635__0.648;160.00635__0.648;160.00635__0.648;178.01702__0.469	160.00635__0.648;160.00635__0.648;160.00635__0.648
DINP_high_wk40	d1	map00590	64	12	146.04471__4.779;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;167.03337__4.846;167.03392__0.676;167.03397__0.381;193.03445__0.38;193.03458__4.862;193.03459__0.928;193.03461__0.986;193.03462__4.669;193.03463__1.185;193.03469__4.84;193.03471__1.203;193.03472__0.42;195.05026__1.002;265.18058__1.686;265.18077__1.549;265.18112__8.292;293.21204__1.667;293.21224__2.686;293.21224__2.686;293.21224__2.686;316.94771__0.585;316.94774__0.585;316.94788__1.047;327.21734__1.999;327.21773__1.511;327.21774__1.472;333.20551__1.639;333.20551__1.639;333.20688__1.657;333.20688__1.657;333.20699__1.622;333.20699__1.622;337.23645__2.121;337.23841__1.571;337.23858__1.61;351.21665__1.546;351.21665__1.546;351.21665__1.546;351.21671__1.498;351.21671__1.498;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527;351.21797__1.527;351.21797__1.527;369.22792__1.494;389.2717__8.29;407.28023__1.877;407.28024__1.556;407.28029__1.589;407.2809__8.501	293.21224__2.686;293.21224__2.686;293.21224__2.686;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00591	13	3	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;195.05026__1.002;293.21204__1.667;293.21224__2.686;293.21224__2.686;293.21224__2.686;295.22731__1.875;329.23345__1.528;329.2335__1.489;591.46323__2.185	293.21224__2.686;293.21224__2.686;293.21224__2.686
DINP_high_wk40	d1	map00592	24	9	181.01349__1.244;181.01351__1.172;199.02349__4.831;199.02411__1.033;199.02412__0.925;199.02416__1.101;293.21204__1.667;293.21204__1.667;293.21204__1.667;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;309.20713__1.575;389.2717__8.29;407.28023__1.877;407.28024__1.556;407.28029__1.589;407.2809__8.501	293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686;293.21224__2.686
DINP_high_wk40	d1	map00620	13	3	130.08604__0.63;130.08605__0.618;130.08607__1.018;130.08607__1.018;130.08607__1.018;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;255.04841__0.699;255.04862__0.725;281.13913__1.221	130.08607__1.018;130.08607__1.018;130.08607__1.018
DINP_high_wk40	d1	map00621	15	3	152.03421__0.382;163.07541__1.403;164.07067__0.757;164.07072__0.755;164.07084__2.56;265.01805__2.317;265.01822__6.79;271.06133__1.491;271.06134__1.513;271.06138__2.505;271.06138__2.505;271.06138__2.505;335.05745__1.635;443.25828__1.62;443.25957__1.592	271.06138__2.505;271.06138__2.505;271.06138__2.505
DINP_high_wk40	d1	map00623	38	3	107.04881__2.145;129.01809__0.359;135.04397__1.834;135.04397__1.834;135.04397__1.834;147.06517__1.255;147.06526__2.488;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;193.03445__0.38;193.03458__4.862;193.03459__0.928;193.03461__0.986;193.03462__4.669;193.03463__1.185;193.03469__4.84;193.03471__1.203;193.03472__0.42;195.05026__1.002;207.08701__3.124;255.04841__0.699;255.04862__0.725;443.25828__1.62;443.25957__1.592	135.04397__1.834;135.04397__1.834;135.04397__1.834
DINP_high_wk40	d1	map00624	35	3	159.07624__1.113;159.07635__0.895;172.00648__0.942;172.00649__1.19;172.0065__1.207;172.00658__7.317;172.00661__6.449;172.00665__4.039;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02401__1.994;181.01349__1.244;181.01351__1.172;199.02349__4.831;199.02411__1.033;199.02412__0.925;199.02416__1.101;226.95057__0.477;226.9506__0.479;226.95102__7.118;255.04841__0.699;255.04862__0.725;269.0456__4.194;269.04561__1.536;269.04566__1.552;335.05745__1.635;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527	351.2175__2.513;351.2175__2.513;351.2175__2.513
DINP_high_wk40	d1	map00625	13	3	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;193.0711__1.48;195.05026__1.002;226.95057__0.477;226.9506__0.479;226.95102__7.118;293.21204__1.667;293.21224__2.686;293.21224__2.686;293.21224__2.686	293.21224__2.686;293.21224__2.686;293.21224__2.686
DINP_high_wk40	d1	map00626	10	3	135.04397__1.834;135.04397__1.834;135.04397__1.834;181.01343__1.019;181.01343__1.048;181.01343__4.823;181.01345__1.124;221.04458__6.961;221.04518__1.352;335.05745__1.635	135.04397__1.834;135.04397__1.834;135.04397__1.834
DINP_high_wk40	d1	map00627	37	3	129.01809__0.359;129.01809__0.359;129.01809__0.359;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;155.04499__0.923;155.04505__0.788;155.04512__4.753;172.00648__0.942;172.00649__1.19;172.0065__1.207;172.00658__7.317;172.00661__6.449;172.00665__4.039;195.05026__1.002;214.99507__4.797;214.99514__4.336;221.04458__6.961;221.04518__1.352;255.04841__0.699;255.04862__0.725;345.21008__1.657;345.21015__1.62;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.2175__2.513;351.21797__1.527;450.31511__3.071	351.2175__2.513;351.2175__2.513;351.2175__2.513
